event_slug,title,category,tags,end_date,days_to_end,start_date,num_markets,open_markets,volume_24h,volume_total,liquidity,open_interest,competitive,comment_count,sub_market_slugs,condition_ids,description,polymarket_url
fed-rate-hike-in-2026,Fed rate hike in 2026?,economy,fed|economic-policy|jerome-powell|economy|fed-rates|macro-single,2026-12-09T00:00:00Z,202,2025-12-10T21:11:18.479556Z,1,1,47734.57,1175343.22,61660.93,271129.57,0.948,0,fed-rate-hike-in-2026,0x80b3af88cb991980e8da1ce86b9794a0957f96ec98c29319dd7ba65e9744d82b,"This market will resolve to “Yes” if the upper bound of the target federal funds rate is increased at any point between January 1, 2026 and the Fed's December 2026 meeting, currently scheduled for December 8-9, 2026. Otherwise, this market will resolve to “No”. This market may not resolve to ""No"" un",https://polymarket.com/event/fed-rate-hike-in-2026
major-us-bank-bailout-before-2027,Major U.S. bank bailout before 2027?,economy,economy,2026-12-31T00:00:00Z,224,2025-11-12T23:33:53.38714Z,1,1,0.00,3630.87,1979.35,1611.13,0.885,0,major-us-bank-bailout-before-2027,0x766e0dae76c4c67969a1634fb9deefcaab494577d821f911cffef00870ac47c3,"This market will resolve to ""Yes"" if a U.S. bank with total assets exceeding $50 billion as of November 11, 2025 (see:https://www.federalreserve.gov/releases/lbr/current/), is bailed out by the U.S. federal government by December 31, 2026, 11:59 PM ET. Otherwise this market will resolve to “No”. A b",https://polymarket.com/event/major-us-bank-bailout-before-2027
ecb-rate-hike-in-2026,ECB rate hike in 2026?,economy,economic-policy|eu|ecb|europe|economy|global-rates|macro-single,2026-12-31T00:00:00Z,224,2025-12-23T22:46:44.123947Z,1,1,37.50,115055.02,9513.02,22854.62,0.841,1,ecb-rate-hike-in-2026,0x26e6aa82c5fa62e9a146521aa5bfd7b5f4c5b47b92e66507defe992bd09a173f,"This market will resolve to “Yes” if the upper bound of the European Central Bank’s (ECB) deposit facility rate is increased at any point between January 1, 2026 and the conclusion of the ECB's December 2026 meeting, currently scheduled for December 16-17, 2026. Otherwise, this market will resolve t",https://polymarket.com/event/ecb-rate-hike-in-2026
ecb-rate-cut-in-2026,ECB rate cut in 2026?,economy,europe|economic-policy|economy|eu|global-rates,2026-12-31T00:00:00Z,224,2025-12-23T22:46:43.33909Z,1,1,6.74,27919.84,2083.90,6798.70,0.871,1,ecb-rate-cut-in-2026,0x7afb0968d23370cf4daf85e6a483c45197181ffbc26122465af70ee15e56d286,"This market will resolve to “Yes” if the upper bound of the European Central Bank’s (ECB) deposit facility rate is decreased at any point between January 1, 2026 and the conclusion of the ECB's December 2026 meeting, currently scheduled for December 16-17, 2026. Otherwise, this market will resolve t",https://polymarket.com/event/ecb-rate-cut-in-2026
how-high-will-us-unemployment-go-in-2026,How high will US unemployment go in 2026?,economy,nfp|unemployment|macro-indicators|nonfarm-payroll|economy|bls,2026-12-31T00:00:00Z,224,2026-01-02T18:56:04.53782Z,5,5,2162.00,406572.39,14316.93,104937.16,0.956,13,will-us-unemployment-reach-at-least-5pt0-in-2026|will-us-unemployment-reach-at-least-5pt5-in-2026|will-us-unemployment-reach-at-least-6pt0-in-2026|will-us-unemployment-reach-at-least-7pt0-in-2026|will-us-unemployment-reach-at-least-10pt0-in-2026,0xf7cb64502151bde17648b90f53abc3e5338b4193d14a636e225dffcb245b5c16|0x21a83ad85d5579df54f4659abf1a4e7722156b0b04204e77ecfa6c3533ceb5e5|0x1b0a4870cd50bdf9e9e5bc9f8ad42b011fadd554610f99699db34dca6d09fde1|0x109e5e08aee879d79a67aa1f22a3bb4684165a64b3fd9c85abecdbb28bf24cf5|0x086ffc767cb5b55cedc4a98f7c2e4b279f5f805ed93929493054334ebc74af1f,"This market will resolve to “Yes” if any seasonally adjusted unemployment rate (total unemployed, as a percent of the civilian labor force, official unemployment rate denoted as U-3) reported by the Bureau of Labor Statistics in an “Employment Situation Report” for a reference month in 2026 is great",https://polymarket.com/event/how-high-will-us-unemployment-go-in-2026
argentina-official-usd-exchange-rate-end-of-2026,Argentina Official USD Exchange Rate end of 2026?,economy,world|economy|argentina|dollar|exchange-rate,2026-12-31T00:00:00Z,224,2026-01-21T15:29:41.982563Z,9,9,0.00,6988.04,7193.33,1594.98,0.994,0,will-the-official-usd-to-ars-exchange-rate-be-less-than-1250pt00-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1250pt00-and-1299pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1300pt00-and-1349pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1350pt00-and-1399pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1400pt00-and-1449pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1450pt00-and-1499pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1500pt00-and-1549pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1550pt00-and-1599pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-1600pt00-or-higher-at-the-end-of-december-2026,0x6b8cb39dc5dce35a63f9917667e31755117fd21a00edf625fa73d52c67557f5f|0x6c4ea4422ce40d840d3da29b0b43fb39a55f0f595b83ea4ffaae8aa7b77ce9bd|0xe030ed1ae4edeaa25d21dfa116ca1109212e2946a2af258c04696d91b867e868|0xd5f41571f014b2bb83e4ac19c776d4470c0e0f599559c06f1c33ac77e51232aa|0x9098cc8aea99fac63848aa0bc37a80f1b8ad8df6c0a784c7d84158096a8daf9d|0x30cfecad2b8a451c00cf2bddb8444e41d315b32c421810c006a27b06894fa627|0x5458c804acbbb43e822a6175c12677c65e8bf586d2c93c6e1df8551ad8e01d87|0x895e3215d73dfdaf2253ce268065c7e9670b15bf4cae479814011e9f26130126|0xdc5cd3816f6273546e45c0db4cf10b6788119a5f28a7148fe3471a83d6360ca7,"This is a market about Argentina’s official wholesale U.S. dollar exchange rate at market close on the last business day of December 2026, as published by the Central Bank of Argentina (BCRA). This market will resolve according to the official wholesale USD to ARS exchange rate (Tipo de Cambio Mayor",https://polymarket.com/event/argentina-official-usd-exchange-rate-end-of-2026
argentina-official-usd-exchange-rate-end-of-2026-higher-brackets,Argentina Official USD Exchange Rate end of 2026? (Higher Brackets),economy,world|dollar|forex|economy|argentina|exhange-rate,2026-12-31T00:00:00Z,224,2026-01-26T21:53:48.111023Z,6,6,0.00,18469.52,8760.36,1266.12,0.999,0,will-the-official-usd-to-ars-exchange-rate-be-between-1700pt00-and-1799pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1900pt00-and-1999pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-less-than-1600pt00-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1600pt00-and-1699pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-between-1800pt00-and-1899pt99-at-the-end-of-december-2026|will-the-official-usd-to-ars-exchange-rate-be-2000pt00-or-higher-at-the-end-of-december-2026-686,0xf75e7c7dfc255454a7f3d870753468d80b4ee87d345903db80762cae28a54506|0xf64f0c63a95f13006f1feddee78fb1cc09fcd021dce68f5b5190a479be64484b|0xb6e3089d9a6c38959e09c4d381be1966e6b818c7a1bc84de1da38363ea08fd4f|0x6d08b8be8ba554142cc38bda6193b137299c79bf19f9080b0044ac52f8ae7604|0x69c936ea72d68d51579f0591f0e47878fbf3f134c70c660ed3f942996d90e4c9|0xe9d2673b8949dde8c7ace819e86d53bc9c3c6098b45423b989c935f699f36b51,"This is a market about Argentina’s official wholesale U.S. dollar exchange rate at market close on the last business day of December 2026, as published by the Central Bank of Argentina (BCRA). This market will resolve according to the official wholesale USD to ARS exchange rate (Tipo de Cambio Mayor",https://polymarket.com/event/argentina-official-usd-exchange-rate-end-of-2026-higher-brackets
south-korea-annual-inflation-2026,South Korea Annual Inflation 2026,economy,economy|inflation|macro-indicators|south-korea|cpi,2026-12-31T00:00:00Z,224,2026-02-06T22:43:50.528423Z,7,7,9.91,11082.03,4247.75,477.80,0.915,0,will-south-koreas-2026-annual-inflation-be-less-than-1pt5|will-south-koreas-2026-annual-inflation-be-between-1pt5-and-1pt7|will-south-koreas-2026-annual-inflation-be-between-1pt8-and-2pt0|will-south-koreas-2026-annual-inflation-be-between-2pt1-and-2pt3|will-south-koreas-2026-annual-inflation-be-between-2pt4-and-2pt6|will-south-koreas-2026-annual-inflation-be-between-2pt7-and-2pt9|will-south-koreas-2026-annual-inflation-be-at-least-3pt0,0xad8fbf169c40a7cbf7b3d9c464d84f4744aeb987c82c4afd2c7e10ee516c0eb9|0x79f55c5fc9c981ba49042f85cbc8f51a06753f600331d38ba17c5072a252992b|0x46ebc12a6333b8f7f213be40e49613f5fb66fb830ce1c40b19ec528ae37667db|0xfab337523b8f1551e4ea48e6160a75842598c85cd004c94915e471e07d336505|0x4ca528bc4fbd2d9d5113e3314e59bbea2f2b74f64fc9a3ba476bae9cc6b94da4|0x73991c82042b5b751e3d398b8793b4454c405eb82f9d0964bf8ad7740cd48b39|0x6e6279b5d44197881e0f4d6b091c5c6377e48dd8027e58f5a002c14b8df948dd,"This is a market about the variation of consumer prices in South Korea in the 12-month period ending December 2026, as reported by the South Korean Ministry of Data and Statistics (MODS). This market will resolve according to the percentage change in South Korea’s Consumer Price Index (CPI) over the",https://polymarket.com/event/south-korea-annual-inflation-2026
bank-of-england-rate-hike-in-2026,Bank of England rate hike in 2026?,economy,boe|economy|interest-rate|bank-rate|global-rates,2026-12-31T00:00:00Z,224,2026-02-26T23:47:29.778294Z,1,1,1795.03,30511.23,1341.33,11084.91,0.954,0,bank-of-england-rate-hike-in-2026,0xf41cdb3c4e9921acd070fa36fb567f4075284a2e3b89f06a1a23667aeecdc545,"This market will resolve to “Yes” if the Bank of England's Bank Rate is increased at any point between market creation and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”. This market may not resolve to ""No"" until December 31, 2026, 11:59 PM ET has passed. The primary res",https://polymarket.com/event/bank-of-england-rate-hike-in-2026
bank-of-canada-rate-hike-in-2026,Bank of Canada Rate Hike in 2026?,economy,economy|global-rates|interest-rate|canada,2026-12-31T00:00:00Z,224,2026-03-11T21:55:39.861822Z,1,1,0.00,7919.86,1995.60,3299.48,0.997,2,bank-of-canada-rate-hike-in-2026,0x22679bf61a35842e34ce6ae5648949007960ee9c3f8bd3b7f06c531e8a7b7c14,"This market will resolve to “Yes” if the Bank of Canada's target for the overnight rate is increased at any point between market creation and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”. This market may not resolve to ""No"" until December 31, 2026, 11:59 PM ET has pass",https://polymarket.com/event/bank-of-canada-rate-hike-in-2026
will-ground-beef-hit-in-2026,Will ground beef hit __ in 2026?,economy,macro-indicators|cpi|economy|inflation,2026-12-31T00:00:00Z,224,2026-04-03T15:18:30.422655Z,4,4,0.00,18746.23,1951.42,517.33,0.891,2,will-ground-beef-hit-7-per-pound-in-2026|will-ground-beef-hit-8-per-pound-in-2026|will-ground-beef-hit-10-per-pound-in-2026|will-ground-beef-hit-9-per-pound-in-2026,0x49ee620e6e0ae23a7a52f53d03336c5fb289906c62d22836f1cceea50908dc4f|0x4d92632a8f30a2c1bd7cfca50093715f6270542c681466483c9f3193be15cda0|0x4f1e6d88045775d0b85d6599626442cd64c88bbc0bc4213a679dec879b303c21|0xd20b5d0c73c824a7a0c2937baa24c3ad8913fa1d4a057f0cc702b5705a7ac307,"This market will resolve to ""Yes"" if the figure for ""Average Price: Ground Beef, 100% Beef (Cost per Pound/453.6 Grams) in U.S. City Average"" reaches or exceeds the listed figure for any month of 2026 as published by the St. Louis Fed (https://fred.stlouisfed.org/series/APU0000703112). Otherwise, th",https://polymarket.com/event/will-ground-beef-hit-in-2026
mexico-annual-inflation-2026,Mexico Annual Inflation 2026,economy,economy|inflation|macro-indicators|cpi|mexico,2027-01-08T00:00:00Z,232,2026-02-09T23:42:11.981063Z,8,8,407.70,41780.52,9571.19,2007.19,0.998,0,will-mexicos-2026-annual-inflation-be-between-3pt50-and-3pt99|will-mexicos-2026-annual-inflation-be-less-than-2pt50|will-mexicos-2026-annual-inflation-be-between-4pt50-and-4pt99|will-mexicos-2026-annual-inflation-be-between-2pt50-and-2pt99|will-mexicos-2026-annual-inflation-be-between-5pt00-and-5pt49|will-mexicos-2026-annual-inflation-be-between-3pt00-and-3pt49|will-mexicos-2026-annual-inflation-be-between-4pt00-and-4pt49|will-mexicos-2026-annual-inflation-be-at-least-5pt50,0x96e9ee9536dc0419d4b5ac0075c2d6ea3b8405687ee1bc2152c575b1cddb8cd5|0x13d6c5ff12053298c4ed6bfc794a5e3adfec6300c413fd9d07c83e2362671f17|0x36fff2366a37c4fd11014f53fa7499173b3f4663db0db6a0448a679c422d4683|0xb5031e4b28187580fd7134a58b0bc6d681d836dc86003877958c222b4415e899|0x90c03947fd07e7116f2dba601a3e6601f1a0c057ef4b8e3f336371574a81f824|0x039aecea63c2728234a00cbcf27ea0db3247c488b3cc97cf1cd213b2a4735edb|0x92db92b0c2a161440cb8500db98b5883c475e5a5e3b869990fb4276bd1f70a04|0xcefab2aa9aa3082a4a922d8044e7dc3373e4fa0c89f3f69a9d45b91cb5936a87,"This is a market about the variation of consumer prices in Mexico over the 12-month period ending December 2026, as reported by the Mexican National Institute of Statistics and Geography (INEGI). This market will resolve according to the percentage change in Mexico’s Consumer Price Index over the 12",https://polymarket.com/event/mexico-annual-inflation-2026
china-annual-inflation-2026,China Annual Inflation 2026,economy,macro-indicators|economy|inflation|cpi|world|china,2027-01-10T00:00:00Z,234,2026-01-22T00:31:41.734803Z,9,9,324.23,42455.04,12477.64,3601.63,0.991,0,will-chinas-annual-inflation-in-2026-be-less-than-1pt0|will-chinas-annual-inflation-in-2026-be-between-0pt6-and-1pt0|will-chinas-annual-inflation-in-2026-be-between-0pt1-and-0pt5|will-chinas-annual-inflation-in-2026-be-at-least-2pt5|will-chinas-annual-inflation-in-2026-be-between-0pt9-and-0pt5|will-chinas-annual-inflation-in-2026-be-between-1pt1-and-1pt5|will-chinas-annual-inflation-in-2026-be-between-0pt4-and-0pt0|will-chinas-annual-inflation-in-2026-be-between-1pt6-and-2pt0|will-chinas-annual-inflation-in-2026-be-between-2pt0-and-2pt4,0x8c52b5498d48981d12b4e56bedaa011f8ea1db871528d321c248233b1da4b5cd|0xf2b7f54d9b88d9baeddb2a541d503cafd7bbe35fdf0ebd3bdf9adb44432dcfe1|0x0643a9edd0e8b0dbe0e471371818f5c61a84949ae1e3fc72c8e4572be3a0fe3c|0xaf30ebe95c57934df90bc9126132e0ce5e61a567f5f0c475a5c6b3cad9a2e2f9|0x1dd2e27c05035962c0d5fe54afd782afe645761e4ee10393dd661b8a07a38d46|0x4d8a21e7451dff6419d6d55459119950664d8f93907314e9516fda182c55d6d1|0x2232f0c9135988f25dd8e6b2d12d3cd483d233e3ca9a7aa3c04afe0eef7bc647|0x88049a105cba5211bba80634b33b5059489d9c49145bf1c548c9cf2760267ba5|0x97e8e99d8b96ca434a03a099c5dfb9b2b7747360978e5eb4cca0c3ce7eb5feaf,"This is a market about the variation of consumer prices in China over the 12-month period ending December 2026, as reported by the National Bureau of Statistics (NBS) of China. This market will resolve according to the percentage change in the Consumer Price Index (CPI) during the 12-month period en",https://polymarket.com/event/china-annual-inflation-2026
argentina-annual-inflation-2026,Argentina Annual Inflation 2026,economy,inflation|argentina|macro-indicators|cpi|world|economy,2027-01-10T00:00:00Z,234,2026-01-21T12:18:02.843069Z,7,7,0.00,9766.21,8650.93,2453.06,0.957,0,will-argentinas-annual-inflation-in-2026-be-between-20-and-24pt9|will-argentinas-annual-inflation-in-2026-be-between-30-and-34pt9|will-argentinas-annual-inflation-in-2026-be-at-least-45|will-argentinas-annual-inflation-in-2026-be-between-35-and-39pt9|will-argentinas-annual-inflation-be-less-than-20|will-argentinas-annual-inflation-in-2026-be-between-25-and-29pt9|will-argentinas-annual-inflation-in-2026-be-between-40-and-44pt9,0x0256fee8c98ffd1dc894d310a772cfcd9ca0095f3f584c86c991d59ec6004091|0xdfd83fe76d9fc1d00e961f9ae72e6f41f10e682ef9a913d090d757becd458bcb|0x444cb85ce07d3fb4e7628e9eb5d53d66da6211b8edbb608fac736b7b06addfa9|0x7a73d26a08dd80c28dae88d2efb2199a54b48815f846cb16b2dd88ba69493a91|0x9caf172337fa494c65ffb9d2f2241b9dce1ffa222efb681c959abcdd74ec164e|0x4ea5177566bdb21120d0e511fb37b33e8f5b1249f76c5fcdd8ef8d7a41817f45|0xd7c034efdfa0017c8ace417bd3e830d5ed3cea79ac756b704762530e18c80263,"This is a market about Argentinian inflation over the 12-month period ending December 2026, before seasonal adjustment, as reported by the National Institute of Statistics and Census (INDEC) of Argentina. This market will resolve according to the percentage change in the Consumer Price Index (CPI / ",https://polymarket.com/event/argentina-annual-inflation-2026
brazil-annual-inflation-2026,Brazil Annual Inflation 2026,economy,ipca|ibge|inflation|economy|brazil|cpi|world,2027-01-12T00:00:00Z,236,2026-01-23T15:39:55.568416Z,10,10,11.00,59444.19,21580.55,3883.72,0.954,2,will-brazils-annual-inflation-in-2026-be-less-than-3pt00|will-brazils-annual-inflation-in-2026-be-between-3pt00-and-3pt49|will-brazils-annual-inflation-in-2026-be-between-3pt50-and-3pt99|will-brazils-annual-inflation-in-2026-be-between-4pt00-and-4pt49|will-brazils-annual-inflation-in-2026-be-between-4pt50-and-4pt99|will-brazils-annual-inflation-in-2026-be-between-5pt00-and-5pt49|will-brazils-annual-inflation-in-2026-be-between-5pt50-and-5pt99|will-brazils-annual-inflation-in-2026-be-between-6pt00-and-6pt49|will-brazils-annual-inflation-in-2026-be-between-6pt50-and-6pt99|will-brazils-annual-inflation-in-2026-be-at-least-7pt00,0x8fe695298af16094b3809429af799d42abf8edab8c2347c4c8a6ac036df98d13|0x9895931ad8be33553d943057162e15f9221ab448c5c384759a8f0ed7a76e6428|0x045a227ee1a01e36ee49b7d935820d6cfea60e7d4998eaef105c17f749fc5522|0xf175a9b333cab7cf916af8055abd33a264fddda2d3942ec909bca6810b591d70|0x37b4fd9e4e688b9fb124db1a58ae2c601bc87b1d283690b64885c09bfac66359|0xba4a30cc8deca861f0f724d35dc4f8f09dc228bd97bd0af84eb7db173db21824|0x7e53a9d9b32f134cf8e6a2d00a2ffbc18ea9625442067f65b0dac564d80b6722|0x66d397cfc57b75b096980637e05d793997af8f7cc599bbdac0ff1ff04b81f3c7|0x8f4d9bab9dab8e844d697cbf291c571afa521342d53c735970ac21a9b1f3f0cb|0x413b45639c979b95e19dc99e227aadba3341967513112659b2c36eb432de8681,"This is a market about the variation of consumer prices in Brazil over the 12-month period ending December 2026, as reported by the Brazilian Institute of Geography and Statistics (IBGE). This market will resolve according to the percentage change in the Extended National Consumer Price Index (IPCA)",https://polymarket.com/event/brazil-annual-inflation-2026
india-annual-inflation-2026,India Annual Inflation 2026,economy,india|macro-indicators|cpi|economy|inflation,2027-01-12T00:00:00Z,236,2026-02-09T23:42:14.833698Z,7,7,0.00,60623.29,8331.87,1516.31,0.920,0,will-indias-2026-annual-inflation-be-between-1pt50-and-2pt24|will-indias-2026-annual-inflation-be-between-3pt75-and-4pt49|will-indias-2026-annual-inflation-be-at-least-4pt50|will-indias-2026-annual-inflation-be-less-than-0pt75|will-indias-2026-annual-inflation-be-between-2pt25-and-2pt99|will-indias-2026-annual-inflation-be-between-0pt75-and-1pt49|will-indias-2026-annual-inflation-be-between-3pt00-and-3pt74,0x5c4b3811fd26a0352c710dfd45f0855c44eac0f48490d61d1f0e47c8845a7e01|0x99f9b93f2a1722242f785513441a6b53329b974016cee38cc18ab7a6d9580734|0x4c3eb9cc59964dbf8afc1b778c3178c5af15c5dd4686b1ea8da979a52d0a932b|0x2cbd2902e437ad21646706800b0322b2ca321d3ce23ef833255aeb654f78aa19|0x8aee74b7b847e182a4e80090d76c278ada71bfd9144d8cc0868c51a339524738|0xa54df16a869289122b0fea45dc4cbe1df713f5b118fb567e559f311539363883|0xebf35775288568c083fd517aceb4d6906f9fb7c63f42a924a1eff1013ffa0188,"This is a market about the variation of consumer prices in India over the 12-month period ending December 2026, as reported by the Indian Ministry of Statistics and Programme Implementation (MoSPI). This market will resolve according to the percentage change in India’s Consumer Price Index (CPI) ove",https://polymarket.com/event/india-annual-inflation-2026
2026-world-gdp-growth,2026 World GDP Growth,economy,global-gdp|economy|gdp|macro-indicators|imf,2027-01-15T00:00:00Z,239,2026-01-23T16:21:34.478724Z,9,9,0.00,17606.28,4592.59,1879.88,0.849,0,will-world-gdp-growth-be-2pt9-in-2026|will-world-gdp-growth-be-3pt0-in-2026|will-world-gdp-growth-be-3pt1-in-2026|will-world-gdp-growth-be-3pt2-in-2026|will-world-gdp-growth-be-3pt3-in-2026|will-world-gdp-growth-be-3pt4-in-2026|will-world-gdp-growth-be-3pt5-in-2026|will-world-gdp-growth-be-3pt7-in-2026|will-world-gdp-growth-be-3pt6-in-2026,0xa3833fb4962f96f7232768080bdd927746ac897d4bfa5f9a0ffbac9c05be7be5|0x1bc6c0e52f07a573a64c0a095af33930e5ac0f065a056b1e586f5eb7887f3531|0x2eb19e745505204f889ddd1293d213e4a28a579110b2cfd8e1e809b050b47545|0x6219e01740da1e4b0b67c32692f2f33b47b283a3b720aeb6d8dbb48a33bfb7ea|0xb8e453f1147b9ed4b0303476ca53d065137dee9ab0286e9b281e1c9eb1e3b627|0xe910586ba1cd1e15f7c65d55080d97044721858480db1869763437a138389b08|0xf13d1fedd21e7f89da9efbea3351d6a7f538d0abc2fcba8743aeefa7c8a24572|0x0681f7b9342125d3cf45f3afcfcff5c37c78563038444f511bd29a1d138b9a72|0x082a94135166ca7d0b4946669e9b4f79302438e5c712e8d6e75e67d5a76f85e1,"This Market will resolve according to the estimate of the World GDP growth rate (Real GDP, annual percent change) reported by the International Monetary Fund in the World Economic Outlook Update released between the October 2026 and April 2027 editions of the World Economic Outlook, expected to be r",https://polymarket.com/event/2026-world-gdp-growth
canada-annual-inflation-2026,Canada Annual Inflation 2026,economy,macro-indicators|inflation|economy|canada|cpi,2027-01-18T00:00:00Z,242,2026-01-22T00:25:16.105491Z,8,8,0.00,16413.22,3969.22,766.61,0.836,0,will-canadas-2026-inflation-be-between-1pt5-and-1pt9|will-canadas-2026-inflation-be-less-than-1pt0|will-canadas-2026-inflation-be-between-1pt0-and-1pt4|will-canadas-2026-inflation-be-between-2pt0-and-2pt4|will-canadas-2026-inflation-be-between-2pt5-and-2pt9|will-canadas-2026-inflation-be-at-least-4pt0|will-canadas-2026-inflation-be-between-3pt0-and-3pt4|will-canadas-2026-inflation-be-between-3pt5-and-3pt9,0x50c672949cfbc8c2cb7d2437315964031b4792788e49d426e2dd8f9c83433cc1|0xfd60f6e9e3ee002868e4fd33dc2826d0a27bf9ed3c0bae0be7a9c340b73ead32|0x8ce14b22b63640c244c389113499e9f7da4f918b43238e952cfed32fc5e42bac|0x83859c8ef5712e17bde5a92cb027a9fdc41a7b1b76e6ee06bdd830215b5b1f5f|0xde3801fcbe45f94ab23ae56c8fdd759b5736d8d92c774688acde561987e6115a|0xfa681624353bc0ed097d0219e042bcf22c84495b1c15847b308b4d2f5af74364|0x29c639f7498ae455e756f9f0851f93ea75a746c3c9cf4ed90ef7d1c6ded412bd|0x67a5802fa8da9dd6309f39cfa09d6c227c9eead16c960cde412b1a402c75d792,"This is a market about the variation of consumer prices over the 12-month period ending December 2026 in Canada, before seasonal adjustment, as reported by Statistics Canada. This market will resolve according to the percentage change in the Consumer Price Index (CPI) over the 12-month period ending",https://polymarket.com/event/canada-annual-inflation-2026
eurozone-2026-annual-inflation,Eurozone Annual Inflation 2026,economy,macro-indicators|economy|eu|inflation|cpi|europe,2027-01-19T00:00:00Z,243,2026-01-22T00:29:42.90454Z,9,9,179.00,13096.82,8676.44,1451.05,0.985,3,will-the-eurozones-2026-annual-inflation-be-between-1pt0-and-1pt2|will-the-eurozones-2026-annual-inflation-be-between-1pt7-and-1pt9|will-the-eurozones-2026-annual-inflation-be-between-2pt4-and-2pt5|will-the-eurozones-2026-annual-inflation-be-at-least-3pt1|will-the-eurozones-2026-annual-inflation-be-less-than-1pt0|will-the-eurozones-2026-annual-inflation-be-between-1pt3-and-1pt5|will-the-eurozones-2026-annual-inflation-be-between-1pt9-and-2pt1|will-the-eurozones-2026-annual-inflation-be-between-2pt5-and-2pt7|will-the-eurozones-2026-annual-inflation-be-between-2pt8-and-3pt0,0xc97f915b033f2176eb9f62dc9d184899e51f4803bc2bb23b20e4fb85e6c41912|0x7cddc2578e74d176486689addf13091311ff6d08756e2661d5b4a1c17248a384|0xbeb692033effc758cea5b40a5b50a1f0cbb00c260afd1d3ed676bdb9e16c3c82|0x5fd7fba49eb48a18b624005225680f0aa42f0b5c6cb42e993328be1a70e991c5|0x4efa52760df49a5626b3ab7bf2a158e1ef30cbbf5454f4fcf4415d448509be70|0x959f46f791c776a9a3d40d6d4556927fc85b839c0f07a2c29f69af7bc9cbfac7|0xddb02d336f907bf510b59f13a9a5fb3e5dd92ff1a967fc63acf47e95a57fdbe6|0x2178a830bc9b8f50ee5b92bbeba3ac278ac59389974652ddc24e211ec8be3b5d|0xeef7fe220413846bfb05f3763fa0ca2e1a5ebc5e71f67f3000596933fe47d929,"This is a market about the variation of consumer prices in the Eurozone over the 12-month period ending December 2026 as reported by Eurostat. This market will resolve according to the percentage change in the Harmonised Index of Consumer Prices (HICP) over the 12-month period ending December 2026, ",https://polymarket.com/event/eurozone-2026-annual-inflation
uk-annual-inflation-in-2026,U.K. Annual Inflation 2026,economy,macro-indicators|cpi|uk|economy|inflation,2027-01-20T00:00:00Z,244,2026-02-07T21:29:54.336985Z,9,9,30.26,4359.65,4150.98,827.62,0.962,1,will-the-uks-2026-inflation-be-less-than-1pt0|will-the-uks-2026-inflation-be-between-1pt5-and-1pt9|will-the-uks-2026-inflation-be-between-2pt5-and-2pt9|will-the-uks-2026-inflation-be-between-3pt5-and-3pt9|will-the-uks-2026-inflation-be-between-1pt0-and-1pt4|will-the-uks-2026-inflation-be-between-2pt0-and-2pt4|will-the-uks-2026-inflation-be-between-3pt0-and-3pt4|will-the-uks-2026-inflation-be-at-least-4pt5|will-the-uks-2026-inflation-be-between-4pt0-and-4pt4,0x488b72cfab76a34c49e217ee41e9fcfed157c992a303cb3593470454a85ebbfc|0xcce4472c7a90eedc8c9689b7011e6e40143042ecf9d650b69dbd0fdebac76f70|0xdc0f54672c3eb93b34f309be18f068d3917da9bd5cc9aab04b3f9cc04aedf85f|0x95b01f1ddbf8c89f007425d3f78d65ab2d8ac4c355eb7e2b7752dedf1f214105|0x5a6864c9d6c76b1be2c2cd26a34cc36975e3f11b25199af88fadce4d7984d5f4|0x5356e2760f8c8ca7f8c2f03158f0f9bdb295970b702d83836852a5f98b28a2be|0xa08ede55b69f37c13745f2b9c5c6adf62e2af93c9707ac392f021fc682bd7c19|0xe6e0dd575ce5f8754ea0d7201c87ae14b2c7ea4a6998491aa036dc5240f35e56|0x6657dbaf9109fdd9e5be195e626e7ace12cfc31c605ca3c6367884ae35f3d75e,"This is a market about the variation of consumer prices in the U.K. over the 12-month period ending December 2026, before seasonal adjustment, as reported by the Office for National Statistics (ONS). This market will resolve according to the percentage change in the Consumer Price Index (CPI) over t",https://polymarket.com/event/uk-annual-inflation-in-2026
